start;end;person;text
1742.6575;1744.03;"Grimgerde";"Erhöre uns!"
1746.065;1748.28;"Ortlinde";"Schrecklicher Gott!"
1746.9925;1749;"Helmwige";"Schrecklicher Gott!"
1736.9425;1741.645;"Grimgerde";"Ach wende ab die schreiende Schmach!"
1744.83125;1753.413214285;"Grimgerde";"Ach, wende, du Schrecklicher, wende, ach wende von ihr diese schreiende Schmach, wend' ab die Schmach!"
1739.62;1746.52875;"Helmwige";"Wende von ihr die schreiende Schmach!"
1749.36;1753.413214285;"Helmwige";"Wende von ihr die schreiende Schmach!"
1740.43;1753.413214285;"Siegrune";"Wende von ihr die schreiende Schmach; schrecklicher, wende von ihr die schreiende Schmach! Ach wende die Schmach!"
1740.835;1745.65375;"Ortlinde";"Ach wende von ihr die schreckliche Schmach!"
1748.64;1758.09;"Ortlinde";"Wende die Schmach! Schrecklicher, Ach wende, wende die Schmachvon ihr!"
1740.835;1756.02;"Schwertleite";"Ach wende ab die Schmach! Ach, wende, du Schrecklicher, wende, ach wende von ihr diese schreiende Schmach, ach wende die Schmach, ach wende, wende die Schmach!"
1742.455;1756.44;"Waltraute";"Ach wende die Schmach! Ach, wende die schreiende Schmach! Wende die Schmach! Ach wende, Schrecklicher, die Schmach! Ach wende, wende die Schmach!"
1742.86;1756.02;"Rossweisse";"wende die Schmach! schrecklicher, wende, ach wende die schreiende Schmach von ihr! Ach wende, wende die Schmach!"
1747.92;1753.413214285;"Gerhilde";"Wende die Schmach! Schrecklicher, ach wende die Schmach!"
1754.397653061;1767.84;"Helmwige";"Wie die Schwester träf' uns auch ihr Schimpf, wie die Schwester träf' uns selbst auch ihr Schimpf!"
1754.397653061;1757.685;"Gerhilde";"Wie die Schwester träf' uns auch der Schimpf,"
1762.475;1767.84;"Gerhilde, Siegrune und Grimgerde";"wie die Schwester träf' uns selbst auch ihr Schimpf!"
1754.397653061;1757.685;"Siegrune und Grimgerde";"Wie die Schwester träfe uns selber der Schimpf,"
1758.09;1767.84;"Ortlinde";"Wie sie träfe uns auch ihr Schimpf, wie die Schwester träf 'uns selbst auch ihr Schimpf!"
1756.44;1767.84;"Waltraute";"Wie die Schwester träf' uns auch ihr Schimpf, wie die Schwester träf' uns selbst auch ihr Schimpf!"
1757.07;1767.84;"Rossweisse";"Wie sie auch träf' uns auch ihr Schimpf, wie die Schwester träf' uns selbst auch ihr Schimpf!"
1758.09;1767.84;"Schwertleite";"Wie sie träf' uns ihr Schimpf, wie die Schwester träf' uns selbst auch ihr Schimpf!"
1769.100666667;1772.91;"Wotan";"Hörtet ihr nicht, was ich verhängt?"
1774.115;1779.54;"Wotan";"Aus eurer Schar ist die treulose Schwester geschieden;"
1780.775;1786.116666666;"Wotan";"mit euch zu Roß durch die Lüfte nicht reitet sie länger;"
1787.57;1794.7;"Wotan";"die magdliche Blume verblüht der Maid;"
1795.33;1802.89788;"Wotan";"ein Gatte gewinnt ihre weibliche Gunst,"
1803.1325;1809.080555556;"Wotan";"dem herrschenden Manne gehorcht sie fortan;"
1810.121666667;1813.70588;"Wotan";"am Herde sitzt sie und spinnt,"
1814.49176;1820.06;"Wotan";"aller Spottenden Ziel und Spiel."
1831.37;1836.5;"Wotan";"Schreckt euch ihr Los? So flieht die Verlorne!;"
1837.24;1840.3275;"Wotan";"weichet von ihr, und haltet euch fern!"
1840.76;1844.33;"Wotan";"Wer von euch wagte bei ihr zu weilen,"
1844.8;1848.265;"Wotan";"wer mir zum Trotz zu der Traurigen hielt’,"
1848.5125;1851.56;"Wotan";"die Törin teilte ihr Los:"
1852.01;1854.975;"Wotan";"das künd’ ich der Kühnen an."
1860.11;1865.43;"Wotan";"Fort jetzt von hier; meidet den Felsen."
1865.92;1869.185;"Wotan";"Hurtig jagt mir von hinnen;"
1869.8225;1875.47923;"Wotan";"sonst erharrt Jammer euch hier!"
1877.02;1878.84928;"Helmwige, Ortlinde, Gerhilde, Waltraute, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Weh’!"
1880.92;1882.80256;"Helmwige, Ortlinde, Gerhilde, Waltraute, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Weh’!"
2043.88;2054.345;"Brünnhilde";"War es so schmählich, was ich verbrach,"
2054.345;2067.8558;"Brünnhilde";"daß mein Verbrechen so schmählich du bestrafst?"
2075.5;2086.02;"Brünnhilde";"War es so niedrig, was ich dir tat,"
2086.02;2094.99228;"Brünnhilde";"daß du so tief mir Erniedrigung schaffst?"
2099.9;2109.88;"Brünnhilde";"War es so ehrlos, was ich beging,"
2109.88;2120.71756;"Brünnhilde";"daß mein Vergehn nun die Ehre mir raubt?"
2134.38725;2147.72;"Brünnhilde";"O sag, Vater! Sieh mir ins Auge;"
2149.87776;2161.70468;"Brünnhilde";"schweige den Zorn, zähme die Wut"
2161.70468;2170.76476;"Brünnhilde";"und deute mir klar die dunkle Schuld,"
2170.76476;2178.89112;"Brünnhilde";"die mit starkem Trotze dich zwingt,"
2178.89112;2192.22452;"Brünnhilde";"zu verstoßen dein trautestes Kind?"
2197.49904;2205.71242;"Wotan";"Frag deine Tat, sie deutet dir deine Schuld!"
2206.62484;2210.7909025;"Brünnhilde";"Deinen Befehl führte ich aus."
2211.17375;2217.55922;"Wotan";"Befahl ich dir, für den Wälsung zu fechten?"
2218.72922;2222.76512;"Brünnhilde";"So hießest du mich als Herrscher der Wal!"
2222.38;2226.727665;"Wotan";"Doch meine Weisung nahm ich wieder zurück!"
2230.85524;2236.14508;"Brünnhilde";"Als Fricka den eignen Sinn dir entfremdet;"
2236.54254;2240.41876;"Brünnhilde";"da ihrem Sinn du dich fügtest,"
2241.04;2245.604262653;"Brünnhilde";"warst du selber dir Feind."
2249.04504;2252.50894;"Wotan";"Daß du mich verstanden, wähnt’ ich,"
2252.77288;2255.69922;"Wotan";"und strafte den wissenden Trotz:"
2259.030259355;2264.85816;"Wotan";"doch feig und dumm dachtest du mich!"
2266.69908;2271.03908;"Wotan";"So hätt’ ich Verrat nicht zu rächen;"
2271.95816;2277.35914;"Wotan";"zu gering wärst du meinem Grimm?"
2297.07124;2307.745;"Brünnhilde";"Nicht weise bin ich, doch wußt’ ich das eine,"
2308.14174;2318.673486667;"Brünnhilde";"daß den Wälsung du liebtest."
2319.168704;2324.39926;"Brünnhilde";"Ich wußte den Zwiespalt, der dich zwang,"
2324.77;2328.53932;"Brünnhilde";"dies eine ganz zu vergessen."
2330.23864;2335.413159183;"Brünnhilde";"Das andre mußtest einzig du sehn,"
2335.413159183;2341.5052;"Brünnhilde";"was zu schaun so herb schmerzte dein Herz,"
2341.8726;2350.031615;"Brünnhilde";"daß Siegmund Schutz du versagtest."
2350.031615;2354.4178;"Wotan";"Du wußtest es so, und wagtest dennoch den Schutz?"
2357.872;2363.30592;"Brünnhilde";"Weil für dich im Auge das eine ich hielt,"
2363.30592;2365.38608;"Brünnhilde";"dem, im Zwange des andren"
2365.38608;2367.21268;"Brünnhilde";"schmerzlich entzweit,"
2367.21268;2371.0527;"Brünnhilde";"ratlos den Rücken du wandtest!"
2373.02596;2376.58884;"Brünnhilde";"Die im Kampfe Wotan den Rücken bewacht,"
2376.735;2383.18528;"Brünnhilde";"die sah nun das nur, was du nicht sahst."
2385.74;2392.37836;"Brünnhilde";"Siegmund mußt’ ich sehn."
2395.18;2400.2526;"Brünnhilde";"Tod kündend trat ich vor ihn,"
2404.135;2410.45;"Brünnhilde";"gewahrte sein Auge, hörte sein Wort,"
2410.79196;2419.03188;"Brünnhilde";"ich vernahm des Helden heilige Not;"
2419.76;2427.29769;"Brünnhilde";"tönend erklang mir des Tapfersten Klage:"
2427.62;2437.21804;"Brünnhilde";"freiester Liebe furchtbares Leid;"
2437.22;2444.99204;"Brünnhilde";"traurigsten Mutes mächtigster Trotz!"
2445.90892;2453.43248;"Brünnhilde";"Meinem Ohr erscholl, mein Aug’ erschaute,"
2453.43248;2459.7107;"Brünnhilde";"was tief im Busen das Herz"
2459.7107;2466.58504;"Brünnhilde";"zu heil’gem Beben mir traf!"
2470.89218;2480.416376833;"Brünnhilde";"Scheu und staunend stand ich vor Scham:"
2481.95254;2488.79184;"Brünnhilde";"ihm nur zu dienen konnt’ ich noch denken;"
2489.54;2496.872;"Brünnhilde";"Sieg oder Tod mit Siegmund zu teilen:"
2498.27926;2505.59521;"Brünnhilde";"dies nur erkannt’ ich zu kiesen als Los!"
2520.49866;2538.006906667;"Brünnhilde";"Der diese Liebe mir ins Herz gelegt,"
2541.14452;2549.63894;"Brünnhilde";"dem Willen, der dem Wälsung mich gesellt,"
2550.69788;2562.811513632;"Brünnhilde";"ihm innig vertraut,"
2571.22546;2579.760283999;"Brünnhilde";"trotzt’ ich deinem Gebot."
2580.931333333;2587.52;"Wotan";"So tatest du, was so gern zu tun ich begehrt;"
2589.7;2596.27755102;"Wotan";"doch was nicht zu tun die Not zwiefach mich zwang?"
2598.918775509;2605.335;"Wotan";"So leicht wähntest du Wonne des Herzens erworben,"
2605.5975;2609.77;"Wotan";"wo brennend’ Weh’ in das Herz mir brach,"
2610.045;2612.14;"Wotan";"wo gräßliche Not"
2612.14;2613.9525;"Wotan";"den Grimm mir schuf,"
2614.21125;2621.2090625;"Wotan";"einer Welt zu Liebe der Liebe Quell"
2621.2090625;2625.2;"Wotan";"im gequälten Herzen zu hemmen?"
2627.0725;2629.315;"Wotan";"Wo gegen mich selber"
2629.315;2631.49;"Wotan";"ich sehrend mich wandte,"
2631.616;2633.71;"Wotan";"aus Ohnmacht Schmerzen"
2633.71;2635.756666666;"Wotan";"schäumend ich aufschoß,"
2636.833333333;2640.8525;"Wotan";"wütender Sehnsucht sengender Wunsch"
2640.8525;2644.32;"Wotan";"den schrecklichen Willen mir schuf,"
2644.82;2651.468;"Wotan";"in den Trümmern der eignen Welt"
2651.468;2658.92625;"Wotan";"meine ew’ge Trauer zu enden:"
2676.995;2689.358645833;"Wotan";"da labte süß dich selige Lust;"
2690.773730158;2699.6390625;"Wotan";"wonniger Rührung üppigen Rausch"
2699.6390625;2709.82;"Wotan";"enttrankst du lachend der Liebe Trank,"
2710.78;2725.416734694;"Wotan";"als mir göttlicher Not nagende Galle gemischt?"
2732.79;2736.585;"Wotan";"Deinen leichten Sinn laß dich denn leiten:"
2737.685;2740.955;"Wotan";"von mir sagtest du dich los."
2746.075;2749.0525;"Wotan";"Dich muß ich meiden;"
2749.21252;2751.465;"Wotan";"gemeinsam mit dir"
2751.465;2756.26;"Wotan";"nicht darf ich Rat mehr raunen;"
2757.13;2759.6178;"Wotan";"getrennt, nicht dürfen"
2759.62;2761.4925;"Wotan";"traut wir mehr schaffen,"
2762.0125;2764.803214285;"Wotan";"so weit Leben und Luft"
2764.803214285;2772.1146875;"Wotan";"darf der Gott dir nicht mehr begegnen!"
2790.792857143;2798.00875;"Brünnhilde";"Wohl taugte dir nicht die tör’ge Maid,"
2798.483125;2802.188875;"Brünnhilde";"die staunend im Rate"
2802.6335;2805.467265306;"Brünnhilde";"nicht dich verstand,"
2805.994897959;2809.778545918;"Brünnhilde";"wie mein eigner Rat"
2809.778545918;2816.60875;"Brünnhilde";"nur das eine mir riet:"
2817.174375;2827.65;"Brünnhilde";"zu lieben, was du geliebt."
2833.585;2841.386147959;"Brünnhilde";"Muß ich denn scheiden und scheu dich meiden,"
2842.435688775;2848.648;"Brünnhilde";"mußt du spalten, was einst sich umspannt,"
2849.202;2857.43375;"Brünnhilde";"die eigne Hälfte fern von dir halten,"
2859.1775;2866.442307693;"Brünnhilde";"daß sonst sie ganz dir gehörte,"
2867.283461539;2874.415;"Brünnhilde";"du Gott, vergiß dess’ nicht!"
2874.7325;2880.525;"Brünnhilde";"Dein ewig Teil nicht wirst du entehren,"
2881.38;2886.89;"Brünnhilde";"Schande nicht wollen, die dich beschimpft:"
2888.18182398;2892.900625;"Brünnhilde";"dich selbst ließest du sinken,"
2893.2925;2900.035;"Brünnhilde";"sähst du dem Spott mich zum Spiel!"
2908.875;2920.751333333;"Wotan";"Du folgtest selig der Liebe Macht;"
2922.122666666;2933.09;"Wotan";"folge nun dem, den du lieben mußt!"
2934.86;2939.44;"Brünnhilde";"Soll ich aus Walhall scheiden,"
2940.19;2944.83;"Brünnhilde";"nicht mehr mit dir schaffen und walten,"
2946.2975;2953.3675;"Brünnhilde";"dem herrischen Manne gehorchen fortan:"
2953.66625;2959.331428571;"Brünnhilde";"dem feigen Prahler gib mich nicht preis!"
2960.025714285;2967.325;"Brünnhilde";"nicht wertlos sei er, der mich gewinnt!"
2968.575;2973.86;"Wotan";"Von Walvater schiedest du;"
2975.065;2980.03;"Wotan";"nicht wählen darf er für dich."
2984.005;2988.19;"Brünnhilde";"Du zeugtest ein edles Geschlecht;"
2992.33;2996.84;"Brünnhilde";"kein Zager kann je ihm entschlagen:"
2999.035;3002.7825;"Brünnhilde";"der weihlichste Held, ich weiß es,"
3002.94252;3006.35;"Brünnhilde";"entblüht dem Wälsungen Stamm!"
3006.98;3009.995;"Wotan";"Schweig von dem Wälsungen Stamm!"
3010.2875;3015.325;"Wotan";"Von dir geschieden, schied ich von ihm;"
3015.325;3018.5275;"Wotan";"vernichten mußt’ ihn der Neid!"
3019.7225;3025.56;"Brünnhilde";"Die von dir sich riß, rettete ihn:"
3027.48;3032.949;"Brünnhilde";"Sieglinde hegt die heiligste Frucht;"
3033.2635;3038.464285714;"Brünnhilde";"in Schmerz und Leid, wie kein Weib sie gelitten,"
3038.464285714;3040.794925715;"Brünnhilde";"wird sie gebären,"
3040.794925715;3043.47;"Brünnhilde";"was bang sie birgt."
3045.21;3050.38;"Wotan";"Nie suche bei mir Schutz für die Frau,"
3050.38;3053.89756;"Wotan";"noch für ihres Schoßes Frucht!"
3054.77;3059.3125;"Brünnhilde";"Sie wahret das Schwert, das du Siegmund schufest."
3059.3125;3062.084897959;"Wotan";"Und das ich ihm in Stücken schlug!"
3080.0925;3090.71;"Wotan";"Nicht streb, o Maid, den Mut mir zu stören;"
3091.8575;3101.82;"Wotan";"erwarte dein Los, wie sich’s dir wirft;"
3102.945;3109.821666667;"Wotan";"nicht kiesen kann ich es dir.  –"
3115.285833333;3119.68;"Wotan";"Doch fort muß ich jetzt, fern mich verziehn;"
3119.99;3123.365;"Wotan";"zu viel schon zögert’ ich hier:"
3123.7375;3127.6625;"Wotan";"von der Abwendigen wend’ ich mich ab;"
3128.00625;3131.62;"Wotan";"nicht wissen darf ich, was sie sich wünscht:"
3131.95;3140.025792092;"Wotan";"die Strafe nur muß vollstreckt ich sehn!"
3139.868611653;3143.041980229;"Brünnhilde";"Was hast du erdacht, daß ich erdulde?"
3150.08;3161.62;"Wotan";"In festen Schlaf verschließ’ ich dich: –"
3166.868125;3173.84;"Wotan";"wer so die Wehrlose weckt,"
3176.247916667;3183.1;"Wotan";"dem ward, erwacht, sie zum Weib!"
3185.753;3190.63;"Brünnhilde";"Soll fesselnder Schlaf fest mich binden,"
3190.63;3194.769577142;"Brünnhilde";"dem feigsten Manne zur leichten Beute:"
3196.427857143;3202.11;"Brünnhilde";"dies eine mußt du erhören,"
3203.04;3208.815666666;"Brünnhilde";"was heil’ge Angst zu dir fleht:"
3209.2885;3218.31;"Brünnhilde";"die Schlafende schütze mit scheuchenden Schrecken,"
3218.6275;3222.96;"Brünnhilde";"daß nur ein furchtlos freiester Held"
3222.96;3228.051;"Brünnhilde";"hier auf dem Felsen einst mich fänd’!"
3231.961333333;3238.052;"Wotan";"Zuviel begehrst du, zu viel der Gunst!"
3242.784;3250.29796;"Brünnhilde";"Dies eine mußt du gewähren!"
3250.501875;3254.08;"Brünnhilde";"Zerknicke dein Kind, das dein Knie umfaßt,"
3254.28;3257.81877551;"Brünnhilde";"zertritt die Traute; zertrümmre die Maid;"
3257.977728979;3263.028;"Brünnhilde";"ihres Leibes Spur zerstöre dein Speer:"
3264.4025;3271.82;"Brünnhilde";"doch gib, Grausamer, nicht"
3271.82;3278.46;"Brünnhilde";"der gräßlichsten Schmach sie preis!"
3280.933010204;3290.85724;"Brünnhilde";"Auf dein Gebot entbrenne ein Feuer;"
3291.194234694;3299.435;"Brünnhilde";"den Felsen umglühe lodernde Glut;"
3299.7725;3305.98;"Brünnhilde";"es leck’ ihre Zung’, es fresse ihr Zahn"
3305.98;3315.980333333;"Brünnhilde";"den Zagen, der frech sich wagte"
3316.308166667;3325.37;"Brünnhilde";"dem freislichen Felsen zu nahn!"
3349.833571428;3358.12;"Wotan";"Leb wohl, du kühnes, herrliches Kind!"
3359.28;3367.53782;"Wotan";"Du meines Herzens heiligster Stolz!"
3368.53;3381.13;"Wotan";"Leb wohl! Leb wohl! Leb wohl!"
3386.652199546;3390.2225;"Wotan";"Muß ich dich meiden,"
3390.535;3395.015;"Wotan";"und darf nicht minnig"
3395.015;3399.322455357;"Wotan";"mein Gruß dich mehr grüßen;"
3399.81375;3407.825;"Wotan";"sollst du nun nicht mehr neben mir reiten,"
3408.11;3412.746918367;"Wotan";"noch Met beim Mahl mir reichen;"
3413.308;3421.97;"Wotan";"muß ich verlieren dich, die ich liebe,"
3422.255;3429.655;"Wotan";"du lachende Lust meines Auges:"
3430.805;3435.818928571;"Wotan";"ein bräutliches Feuer soll dir entbrennen,"
3435.961411429;3439.626;"Wotan";"wie nie einer Braut es gebrannt!"
3441.99;3449.12;"Wotan";"Flammende Glut umglühe den Fels;"
3450.1712;3452.4375;"Wotan";"mit zehrenden Schrecken"
3452.74;3454.98;"Wotan";"scheuch’ es den Zagen;"
3456.2375;3462.85;"Wotan";"der Feige fliehe Brünnhildes Fels!"
3472.58;3484.955;"Wotan";"Denn einer nur freie die Braut,"
3489.344081632;3504.7275;"Wotan";"der freier als ich, der Gott!"
3622.175;3630.39;"Wotan";"Der Augen leuchtendes Paar,"
3632.2125;3640.32;"Wotan";"das oft ich lächelnd gekost,"
3642.315;3649.23625;"Wotan";"wenn Kampfeslust ein Kuß dir lohnte,"
3649.924375;3655.793125;"Wotan";"wenn kindisch lallend der Helden Lob"
3656.20105;3661.88;"Wotan";"von holden Lippen dir floß;"
3664.6;3672.65;"Wotan";"dieser Augen strahlendes Paar,"
3674.3675;3682.011818182;"Wotan";"das oft im Sturm mir geglänzt,"
3683.907954546;3690.865;"Wotan";"wenn Hoffnungssehnen das Herz mir sengte,"
3691.5175;3696.99312;"Wotan";"nach Weltenwonne mein Wunsch verlangte"
3697.21656;3703.04;"Wotan";"aus wild webendem Bangen:"
3705.245;3711.019303478;"Wotan";"zum letzten Mal"
3711.024347826;3715.568043478;"Wotan";"letz’ es mich heut"
3715.568043478;3728.8806725;"Wotan";"mit des Lebewohles letztem Kuß!"
3730.9196875;3736.268095238;"Wotan";"Dem glücklichern Manne"
3736.921904762;3741.988838095;"Wotan";"glänze sein Stern:"
3743.214685714;3754.954529796;"Wotan";"dem unseligen Ew’gen"
3754.96;3764.04;"Wotan";"muß es scheidend sich schließen."
3774.7375;3787.35;"Wotan";"Denn so kehrt der Gott sich dir ab,"
3789;3807.616798469;"Wotan";"so küßt er die Gottheit von dir!"
3975.02;3977.55746;"Wotan";"Loge, hör’!"
3979.444;3982.047394;"Wotan";"Lausche hieher!"
3982.6575;3987.415;"Wotan";"Wie zuerst ich dich fand, als feurige Glut,"
3987.7125;3990.1225;"Wotan";"wie dann einst du mir schwandest,"
3990.27748;3992.515;"Wotan";"als schweifende Lohe;"
3992.8;3999.86;"Wotan";"wie ich dich band, bann’ ich dich heut!"
4000.92872;4004.23;"Wotan";"Herauf, wabernde Lohe."
4007.71;4010.845;"Wotan";"Umlodre mir feurig den Fels!"
4016.12;4021.51;"Wotan";"Loge! Loge! Hieher!"
4100;4116.76;"Wotan";"Wer meines Speeres Spitze fürchtet,"
4118.095;4129.61618;"Wotan";"durchschreite das Feuer nie!"
