mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	diminuendo_line	HairPin:3_decresc.
205	204	1226/3	1226/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2154										
205	204	2453/6	2453/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2155										
205	204	407	407	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2156										
205	204	815/2	815/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2157										
205	204	817/2	817/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2158										
206	205	409	409	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2159										
206	205	2455/6	2455/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2160										
206	205	1228/3	1228/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2161										
206	205	819/2	819/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2162										
206	205	1229/3	1229/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2163										
206	205	2459/6	2459/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2164										
206	205	410	410	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2165										
206	205	2461/6	2461/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2166										
206	205	1231/3	1231/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2167										
206	205	821/2	821/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2168										
206	205	1232/3	1232/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2169										
206	205	2465/6	2465/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2170										
206	205	409	409	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2171										
206	205	819/2	819/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	2172										
206	205	821/2	821/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2173										
207	206	411	411	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2174										
207	206	2467/6	2467/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2175										
207	206	1234/3	1234/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2176										
207	206	823/2	823/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2177										
207	206	1235/3	1235/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2178										
207	206	2471/6	2471/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2179										
207	206	412	412	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2180										
207	206	2473/6	2473/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2181										
207	206	1237/3	1237/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2182										
207	206	825/2	825/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2183										
207	206	1238/3	1238/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2184										
207	206	2477/6	2477/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2185										
207	206	411	411	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	2186										
208	207	413	413	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2187										
208	207	2479/6	2479/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2188										
208	207	1240/3	1240/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2189										
208	207	827/2	827/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2190										
208	207	1241/3	1241/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2191										
208	207	2483/6	2483/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2192										
208	207	414	414	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2193										
208	207	2485/6	2485/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2194										
208	207	1243/3	1243/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2195										
208	207	829/2	829/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2196										
208	207	1244/3	1244/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2197										
208	207	2489/6	2489/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2198										
208	207	413	413	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	2199										
208	207	829/2	829/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2200		articStaccatoAbove								
209	208	415	415	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2201										
209	208	2491/6	2491/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2202										
209	208	1246/3	1246/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2203										
209	208	831/2	831/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2204										
209	208	1247/3	1247/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2205										
209	208	2495/6	2495/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2206										
209	208	416	416	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2207										
209	208	2497/6	2497/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2208										
209	208	1249/3	1249/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2209										
209	208	833/2	833/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2210										
209	208	1250/3	1250/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2211										
209	208	2501/6	2501/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2212										
209	208	415	415	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2213		articStaccatoAbove								
209	208	831/2	831/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2214		articStaccatoAbove								
209	208	416	416	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2215		articStaccatoBelow								
209	208	833/2	833/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2216		articStaccatoBelow								
210	209	417	417	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2217										
210	209	418	418	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2218										
210	209	2509/6	2509/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2219										
210	209	1255/3	1255/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2220										
210	209	837/2	837/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2221										
210	209	1256/3	1256/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2222										
210	209	2513/6	2513/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2223										
210	209	417	417	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2224										
210	209	835/2	835/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2225										
210	209	837/2	837/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2226										
211	210	419	419	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2227										
211	210	2515/6	2515/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2228										
211	210	1258/3	1258/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2229										
211	210	839/2	839/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2230										
211	210	1259/3	1259/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2231										
211	210	2519/6	2519/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2232										
211	210	420	420	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2233										
211	210	2521/6	2521/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2234										
211	210	1261/3	1261/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2235										
211	210	841/2	841/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2236										
211	210	1262/3	1262/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2237										
211	210	2525/6	2525/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2238										
211	210	839/2	839/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2239										
211	210	841/2	841/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2240										
212	211	421	421	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2241										
212	211	2527/6	2527/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2242										
212	211	1264/3	1264/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2243										
212	211	843/2	843/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2244										
212	211	1265/3	1265/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2245										
212	211	2531/6	2531/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2246										
212	211	422	422	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2247										
212	211	2533/6	2533/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2248										
212	211	1267/3	1267/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2249										
212	211	845/2	845/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2250										
212	211	1268/3	1268/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2251										
212	211	2537/6	2537/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2252										
212	211	843/2	843/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2253										
212	211	845/2	845/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2254										
213	212	423	423	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2255										
213	212	2539/6	2539/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2256										
213	212	1270/3	1270/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2257										
213	212	847/2	847/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2258										
213	212	1271/3	1271/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2259										
213	212	2543/6	2543/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2260										
213	212	424	424	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2261										
213	212	2545/6	2545/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2262										
213	212	1273/3	1273/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2263										
213	212	849/2	849/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2264										
213	212	1274/3	1274/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2265										
213	212	2549/6	2549/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2266										
213	212	847/2	847/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2267										
213	212	849/2	849/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2268										
214	213	425	425	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2269										
214	213	2551/6	2551/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2270										
214	213	1276/3	1276/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2271										
214	213	851/2	851/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2272										
214	213	1277/3	1277/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2273										
214	213	2555/6	2555/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2274										
214	213	426	426	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2275										
214	213	2557/6	2557/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2276										
214	213	1279/3	1279/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2277										
214	213	853/2	853/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2278										
214	213	1280/3	1280/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2279										
214	213	2561/6	2561/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2280										
214	213	851/2	851/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2281										
214	213	853/2	853/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2282										
215	214	427	427	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2283										
215	214	2563/6	2563/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2284										
215	214	1282/3	1282/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2285										
215	214	855/2	855/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2286										
215	214	1283/3	1283/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2287										
215	214	2567/6	2567/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2288										
215	214	428	428	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2289										
215	214	2569/6	2569/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2290										
215	214	1285/3	1285/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2291										
215	214	857/2	857/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2292										
215	214	1286/3	1286/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2293										
215	214	2573/6	2573/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2294										
215	214	427	427	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2295										
215	214	855/2	855/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	2296										
215	214	857/2	857/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2297										
216	215	429	429	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2298										
216	215	2575/6	2575/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2299										
216	215	1288/3	1288/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2300										
216	215	859/2	859/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2301										
216	215	1289/3	1289/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2302										
216	215	2579/6	2579/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2303										
216	215	430	430	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2304										
216	215	2581/6	2581/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2305										
216	215	1291/3	1291/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2306										
216	215	861/2	861/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2307										
216	215	1292/3	1292/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2308										
216	215	2585/6	2585/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2309										
216	215	429	429	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2310										
216	215	859/2	859/2	1.5		1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	2311										
217	216	431	431	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2312										
217	216	2587/6	2587/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2313										
217	216	1294/3	1294/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2314										
217	216	863/2	863/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2315										
217	216	1295/3	1295/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2316										
217	216	2591/6	2591/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2317										
217	216	432	432	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2318										
217	216	2593/6	2593/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2319										
217	216	1297/3	1297/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2320										
217	216	865/2	865/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2321										
217	216	1298/3	1298/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2322										
217	216	2597/6	2597/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2323										
217	216	431	431	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	2324										
217	216	865/2	865/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2325		articStaccatoAbove								
218	217	433	433	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2326										
218	217	2599/6	2599/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2327										
218	217	1300/3	1300/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2328										
218	217	867/2	867/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2329										
218	217	1301/3	1301/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2330										
218	217	2603/6	2603/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2331										
218	217	434	434	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2332										
218	217	2605/6	2605/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2333										
218	217	1303/3	1303/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2334										
218	217	869/2	869/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2335										
218	217	1304/3	1304/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2336										
218	217	2609/6	2609/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2337										
218	217	433	433	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2338		articStaccatoAbove								
218	217	867/2	867/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2339		articStaccatoAbove								
218	217	434	434	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2340		articStaccatoAbove								
218	217	869/2	869/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2341		articStaccatoAbove								
219	218	435	435	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	2342										
219	218	436	436	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2343		articStaccatoBelow						143		
219	218	435	435	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2344		articStaccatoAbove								
219	218	871/2	871/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2345		articStaccatoAbove								
219	218	436	436	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2346								144		
219	218	873/2	873/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2347								144		
220	219	437	437	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	2348		articStaccatoBelow						143		
220	219	438	438	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2349		articStaccatoBelow								
220	219	437	437	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2350								144		
220	219	875/2	875/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2351								144		
220	219	438	438	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2352								144		
220	219	877/2	877/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2353										
221	220	439	439	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	2354								145		
221	220	881/2	881/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2355										
221	220	439	439	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	2356										
221	220	439	439	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2357								146		
221	220	879/2	879/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2358								146		
221	220	440	440	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2359								146		
221	220	881/2	881/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2360										
222	221	441	441	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	2361										
222	221	885/2	885/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2362								147		
222	221	441	441	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	2363										
222	221	442	442	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	2364										
222	221	441	441	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2365								148		
222	221	883/2	883/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2366								148		
222	221	442	442	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2367								148		
222	221	885/2	885/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2368										
222	221	441	441	1.0		0	0	Chord	2/4	2	3	1/4		1/4	1	2369										
222	221	442	442	1.0		1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	2370										
223	222	443	443	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2371								147		
223	222	887/2	887/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2372								147		
223	222	444	444	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2373								147		
223	222	889/2	889/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2374										
223	222	443	443	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	2375										
223	222	444	444	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	2376										
223	222	443	443	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	2377										
223	222	444	444	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2378										
223	222	443	443	0.5		0	0	Chord	2/4	2	3	1/8		1/8	1	2379										
223	222	887/2	887/2	0.5		1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	2380										
223	222	444	444	0.5		1/4	1/4	Chord	2/4	2	3	1/8		1/8	1	2381										
223	222	889/2	889/2	0.5		3/8	3/8	Chord	2/4	2	3	1/8		1/8	1	2382										
224	223	445	445	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2383								149		
224	223	891/2	891/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2384										
224	223	446	446	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2385		articStaccatoAbove						150		
224	223	445	445	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	2386										
224	223	445	445	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	2387										
224	223	446	446	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2388								151		
224	223	893/2	893/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2389								151		
224	223	445	445	0.5		0	0	Chord	2/4	2	3	1/8		1/8	1	2390										
224	223	891/2	891/2	0.5		1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	2391										
225	224	447	447	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	2392		articStaccatoBelow						150		
225	224	448	448	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2393		articStaccatoBelow								
225	224	447	447	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2394								151		
225	224	895/2	895/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2395								151		
225	224	448	448	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2396								151		
225	224	897/2	897/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2397										
226	225	449	449	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	2398								152		
226	225	901/2	901/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2399										
226	225	449	449	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	2400										
226	225	449	449	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2401								153		
226	225	899/2	899/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2402								153		
226	225	450	450	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2403								153		
226	225	901/2	901/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2404										
227	226	451	451	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	2405								154		
227	226	905/2	905/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2406								154		
227	226	451	451	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	2407										
227	226	452	452	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	2408										
227	226	451	451	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2409										
227	226	903/2	903/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2410										
