mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
10	6	15	6a	47	28	0.5		1/2	1/2	12/8	3	1	1/8	1/8	1		4	64	E4	4	154
10	6	15	6a	47	28	1.0		1/2	1/2	12/8	2	1	1/4	1/4	1		3	69	A4	4	147
10	6	15	6a	47	28	0.5		1/2	1/2	12/8	1	1	1/8	1/8	1		4	76	E5	5	137
10	6	15	6a	95/2	57/2	0.5		5/8	5/8	12/8	3	1	1/8	1/8	1		1	55	G3	3	155
10	6	15	6a	95/2	57/2	0.5		5/8	5/8	12/8	1	1	1/8	1/8	1		2	74	D5	5	138
10	6	15	6a	48	29	0.5		3/4	3/4	12/8	3	1	1/8	1/8	1		0	60	C4	4	156
10	6	15	6a	48	29	1.0		3/4	3/4	12/8	2	1	1/4	1/4	1		5	71	B4	4	148
10	6	15	6a	48	29	0.5		3/4	3/4	12/8	1	1	1/8	1/8	1		0	72	C5	5	139
10	6	15	6a	97/2	59/2	0.5		7/8	7/8	12/8	3	1	1/8	1/8	1		4	52	E3	3	157
10	6	15	6a	97/2	59/2	0.5		7/8	7/8	12/8	1	1	1/8	1/8	1		5	71	B4	4	140
10	6	15	6a	49	30	0.5		1	1	12/8	1	1	1/8	1/8	1		3	69	A4	4	141
10	6	15	6a	49	30	1.0		1	1	12/8	2	1	1/4	1/4	1		0	72	C5	5	149
10	6	15	6a	99/2	61/2	0.5		9/8	9/8	12/8	1	1	1/8	1/8	1		1	67	G4	4	142
10	6	15	6a	50	31	0.5		5/4	5/4	12/8	1	1	1/8	1/8	1		-1	65	F4	4	143
10	6	15	6a	101/2	63/2	0.5		11/8	11/8	12/8	1	1	1/8	1/8	1		4	64	E4	4	144
11	7	16	7a	51	32	3.0		0	0	12/8	4	1	3/4	1/2	3/2		-7	35	Cb2	2	184
11	7	16	7a	51	32	3.0		0	0	12/8	4	1	3/4	1/2	3/2		-7	47	Cb3	3	184
11	7	16	7a	51	32	0.5		0	0	12/8	3	1	1/8	1/8	1		-4	56	Ab3	3	176
11	7	16	7a	51	32	0.5		0	0	12/8	1	1	1/8	1/8	1		-3	63	Eb4	4	159
11	7	16	7a	51	32	1.0		0	0	12/8	2	1	1/4	1/4	1		-5	73	Db5	5	171
11	7	16	7a	103/2	65/2	0.5		1/8	1/8	12/8	3	1	1/8	1/8	1		-7	59	Cb4	4	177
11	7	16	7a	103/2	65/2	0.5		1/8	1/8	12/8	1	1	1/8	1/8	1		-5	61	Db4	4	160
11	7	16	7a	52	33	0.5		1/4	1/4	12/8	3	1	1/8	1/8	1		-3	51	Eb3	3	178
11	7	16	7a	52	33	0.5		1/4	1/4	12/8	1	1	1/8	1/8	1		-7	59	Cb4	4	161
11	7	16	7a	52	33	1.0		1/4	1/4	12/8	2	1	1/4	1/4	1		-3	75	Eb5	5	172
11	7	16	7a	105/2	67/2	0.5		3/8	3/8	12/8	3	1	1/8	1/8	1		-4	56	Ab3	3	179
11	7	16	7a	105/2	67/2	0.5		3/8	3/8	12/8	1	1	1/8	1/8	1		-2	58	Bb3	3	162
11	7	16	7a	53	34	0.5		1/2	1/2	12/8	3	1	1/8	1/8	1		-7	47	Cb3	3	180
11	7	16	7a	53	34	0.5		1/2	1/2	12/8	1	1	1/8	1/8	1		-4	56	Ab3	3	163
11	7	16	7a	53	34	1.0		1/2	1/2	12/8	2	1	1/4	1/4	1		-7	71	Cb5	5	173
11	7	16	7a	107/2	69/2	0.5		5/8	5/8	12/8	3	1	1/8	1/8	1		-3	51	Eb3	3	181
11	7	16	7a	107/2	69/2	0.5		5/8	5/8	12/8	1	1	1/8	1/8	1		-7	59	Cb4	4	164
11	7	16	7a	54	35	0.5		3/4	3/4	12/8	3	1	1/8	1/8	1		-4	44	Ab2	2	182
11	7	16	7a	54	35	0.5		3/4	3/4	12/8	1	1	1/8	1/8	1		-3	63	Eb4	4	165
11	7	16	7a	54	35	1.0		3/4	3/4	12/8	2	1	1/4	1/4	1		-4	68	Ab4	4	174
11	7	16	7a	109/2	71/2	0.5		7/8	7/8	12/8	3	1	1/8	1/8	1		-7	47	Cb3	3	183
11	7	16	7a	109/2	71/2	0.5		7/8	7/8	12/8	1	1	1/8	1/8	1		-1	65	F4	4	166
11	7	16	7a	55	36	1.0		1	1	12/8	2	1	1/4	1/4	1		-3	63	Eb4	4	175
11	7	16	7a	55	36	0.5		1	1	12/8	1	1	1/8	1/8	1		1	67	G4	4	167
11	7	16	7a	111/2	73/2	0.5		9/8	9/8	12/8	1	1	1/8	1/8	1		-4	68	Ab4	4	168
11	7	16	7a	56	37	0.5		5/4	5/4	12/8	1	1	1/8	1/8	1		-7	71	Cb5	5	169
11	7	16	7a	113/2	75/2	0.5		11/8	11/8	12/8	1	1	1/8	1/8	1		-3	75	Eb5	5	170
11	7	17	7a	57	32	3.0		0	0	12/8	4	1	3/4	1/2	3/2		-7	35	Cb2	2	184
11	7	17	7a	57	32	3.0		0	0	12/8	4	1	3/4	1/2	3/2		-7	47	Cb3	3	184
11	7	17	7a	57	32	0.5		0	0	12/8	3	1	1/8	1/8	1		-4	56	Ab3	3	176
11	7	17	7a	57	32	0.5		0	0	12/8	1	1	1/8	1/8	1		-3	63	Eb4	4	159
11	7	17	7a	57	32	1.0		0	0	12/8	2	1	1/4	1/4	1		-5	73	Db5	5	171
11	7	17	7a	115/2	65/2	0.5		1/8	1/8	12/8	3	1	1/8	1/8	1		-7	59	Cb4	4	177
11	7	17	7a	115/2	65/2	0.5		1/8	1/8	12/8	1	1	1/8	1/8	1		-5	61	Db4	4	160
11	7	17	7a	58	33	0.5		1/4	1/4	12/8	3	1	1/8	1/8	1		-3	51	Eb3	3	178
11	7	17	7a	58	33	0.5		1/4	1/4	12/8	1	1	1/8	1/8	1		-7	59	Cb4	4	161
11	7	17	7a	58	33	1.0		1/4	1/4	12/8	2	1	1/4	1/4	1		-3	75	Eb5	5	172
11	7	17	7a	117/2	67/2	0.5		3/8	3/8	12/8	3	1	1/8	1/8	1		-4	56	Ab3	3	179
11	7	17	7a	117/2	67/2	0.5		3/8	3/8	12/8	1	1	1/8	1/8	1		-2	58	Bb3	3	162
11	7	17	7a	59	34	0.5		1/2	1/2	12/8	3	1	1/8	1/8	1		-7	47	Cb3	3	180
11	7	17	7a	59	34	0.5		1/2	1/2	12/8	1	1	1/8	1/8	1		-4	56	Ab3	3	163
11	7	17	7a	59	34	1.0		1/2	1/2	12/8	2	1	1/4	1/4	1		-7	71	Cb5	5	173
11	7	17	7a	119/2	69/2	0.5		5/8	5/8	12/8	3	1	1/8	1/8	1		-3	51	Eb3	3	181
11	7	17	7a	119/2	69/2	0.5		5/8	5/8	12/8	1	1	1/8	1/8	1		-7	59	Cb4	4	164
11	7	17	7a	60	35	0.5		3/4	3/4	12/8	3	1	1/8	1/8	1		-4	44	Ab2	2	182
11	7	17	7a	60	35	0.5		3/4	3/4	12/8	1	1	1/8	1/8	1		-3	63	Eb4	4	165
11	7	17	7a	60	35	1.0		3/4	3/4	12/8	2	1	1/4	1/4	1		-4	68	Ab4	4	174
11	7	17	7a	121/2	71/2	0.5		7/8	7/8	12/8	3	1	1/8	1/8	1		-7	47	Cb3	3	183
11	7	17	7a	121/2	71/2	0.5		7/8	7/8	12/8	1	1	1/8	1/8	1		-1	65	F4	4	166
11	7	17	7a	61	36	1.0		1	1	12/8	2	1	1/4	1/4	1		-3	63	Eb4	4	175
11	7	17	7a	61	36	0.5		1	1	12/8	1	1	1/8	1/8	1		1	67	G4	4	167
11	7	17	7a	123/2	73/2	0.5		9/8	9/8	12/8	1	1	1/8	1/8	1		-4	68	Ab4	4	168
11	7	17	7a	62	37	0.5		5/4	5/4	12/8	1	1	1/8	1/8	1		-7	71	Cb5	5	169
11	7	17	7a	125/2	75/2	0.5		11/8	11/8	12/8	1	1	1/8	1/8	1		-3	75	Eb5	5	170
12	8	18	8a	63	38	1.5		0	0	12/8	4	1	3/8	1/4	3/2		-5	37	Db2	2	194
12	8	18	8a	63	38	1.5		0	0	12/8	4	1	3/8	1/4	3/2		-5	49	Db3	3	194
12	8	18	8a	63	38	0.5		0	0	12/8	2	1	1/8	1/8	1		-5	61	Db4	4	188
12	8	18	8a	63	38	0.5		0	0	12/8	1	1	1/8	1/8	1		-1	77	F5	5	185
12	8	18	8a	190/3	115/3	0.3333333333333333		1/12	1/12	12/8	3	1	1/12	1/8	2/3		-5	49	Db3	3	191
12	8	18	8a	64	39	0.3333333333333333		1/4	1/4	12/8	3	1	1/12	1/8	2/3		-4	44	Ab2	2	192
12	8	18	8a	64	39	0.5		1/4	1/4	12/8	2	1	1/8	1/8	1		-4	68	Ab4	4	189
12	8	18	8a	64	39	0.5		1/4	1/4	12/8	1	1	1/8	1/8	1		-5	73	Db5	5	186
12	8	18	8a	194/3	119/3	0.3333333333333333		5/12	5/12	12/8	3	1	1/12	1/8	2/3		-1	53	F3	3	193
12	8	18	8a	65	40	0.5		1/2	1/2	12/8	2	1	1/8	1/8	1		-1	65	F4	4	190
12	8	18	8a	65	40	0.5		1/2	1/2	12/8	1	1	1/8	1/8	1		-4	68	Ab4	4	187
9	5	19	5b	65	20	1.5		0	0	12/8	4	1	3/8	1/4	3/2		-5	37	Db2	2	131
9	5	19	5b	65	20	0.5		0	0	12/8	3	1	1/8	1/8	1		-5	49	Db3	3	123
9	5	19	5b	65	20	1.5		0	0	12/8	4	1	3/8	1/4	3/2		-5	49	Db3	3	131
9	5	19	5b	65	20	1.0		0	0	12/8	2	1	1/4	1/4	1		-1	65	F4	4	118
9	5	19	5b	65	20	0.5		0	0	12/8	1	1	1/8	1/8	1		-5	73	Db5	5	106
9	5	19	5b	131/2	41/2	0.5		1/8	1/8	12/8	3	1	1/8	1/8	1		-4	44	Ab2	2	124
9	5	19	5b	131/2	41/2	0.5		1/8	1/8	12/8	1	1	1/8	1/8	1		0	72	C5	5	107
9	5	19	5b	66	21	0.5		1/4	1/4	12/8	3	1	1/8	1/8	1		-1	53	F3	3	125
9	5	19	5b	66	21	1.0		1/4	1/4	12/8	2	1	1/4	1/4	1		-4	68	Ab4	4	119
9	5	19	5b	66	21	0.5		1/4	1/4	12/8	1	1	1/8	1/8	1		-2	70	Bb4	4	108
9	5	19	5b	133/2	43/2	1.5		3/8	3/8	12/8	4	1	3/8	1/4	3/2		-4	32	Ab1	1	132
9	5	19	5b	133/2	43/2	1.5		3/8	3/8	12/8	4	1	3/8	1/4	3/2		-4	44	Ab2	2	132
9	5	19	5b	133/2	43/2	0.5		3/8	3/8	12/8	3	1	1/8	1/8	1		-5	49	Db3	3	126
9	5	19	5b	133/2	43/2	0.5		3/8	3/8	12/8	1	1	1/8	1/8	1		-4	68	Ab4	4	109
9	5	19	5b	67	22	0.5		1/2	1/2	12/8	3	1	1/8	1/8	1		-4	56	Ab3	3	127
9	5	19	5b	67	22	0.5		1/2	1/2	12/8	1	1	1/8	1/8	1		-6	66	Gb4	4	110
9	5	19	5b	67	22	1.0		1/2	1/2	12/8	2	1	1/4	1/4	1		-5	73	Db5	5	120
9	5	19	5b	135/2	45/2	0.5		5/8	5/8	12/8	3	1	1/8	1/8	1		-3	51	Eb3	3	128
9	5	19	5b	135/2	45/2	0.5		5/8	5/8	12/8	1	1	1/8	1/8	1		-1	65	F4	4	111
9	5	19	5b	68	23	0.5		3/4	3/4	12/8	3	1	1/8	1/8	1		-7	59	Cb4	4	129
9	5	19	5b	68	23	0.5		3/4	3/4	12/8	1	1	1/8	1/8	1		-3	63	Eb4	4	112
9	5	19	5b	68	23	1.0		3/4	3/4	12/8	2	1	1/4	1/4	1		-3	75	Eb5	5	121
9	5	19	5b	137/2	47/2	0.5		7/8	7/8	12/8	3	1	1/8	1/8	1		-4	56	Ab3	3	130
9	5	19	5b	137/2	47/2	0.5		7/8	7/8	12/8	1	1	1/8	1/8	1		-5	61	Db4	4	113
9	5	19	5b	69	24	0.5		1	1	12/8	1	1	1/8	1/8	1		-7	59	Cb4	4	114
9	5	19	5b	69	24	1.0		1	1	12/8	2	1	1/4	1/4	1		-7	71	Cb5	5	122
9	5	19	5b	139/2	49/2	0.5		9/8	9/8	12/8	1	1	1/8	1/8	1		-2	58	Bb3	3	115
9	5	19	5b	70	25	0.5		5/4	5/4	12/8	1	1	1/8	1/8	1		-4	56	Ab3	3	116
9	5	19	5b	141/2	51/2	0.5		11/8	11/8	12/8	1	1	1/8	1/8	1		-7	59	Cb4	4	117
13	9	20	9a	71	40	1.5		0	0	12/8	4	1	3/8	1/4	3/2	1	-5	37	Db2	2	203
13	9	20	9a	71	40	1.5		0	0	12/8	4	1	3/8	1/4	3/2	1	-5	49	Db3	3	203
13	9	20	9a	214/3	121/3	0.3333333333333333		1/12	1/12	12/8	3	1	1/12	1/8	2/3		-5	49	Db3	3	200
13	9	20	9a	143/2	81/2	0.5		1/8	1/8	12/8	2	1	1/8	1/8	1		-5	61	Db4	4	198
13	9	20	9a	143/2	81/2	0.5		1/8	1/8	12/8	1	1	1/8	1/8	1		-1	77	F5	5	195
13	9	20	9a	72	41	0.3333333333333333		1/4	1/4	12/8	3	1	1/12	1/8	2/3		-4	44	Ab2	2	201
13	9	20	9a	145/2	83/2	0.5		3/8	3/8	12/8	2	1	1/8	1/8	1		-1	65	F4	4	199
13	9	20	9a	145/2	83/2	0.5		3/8	3/8	12/8	1	1	1/8	1/8	1		-5	73	Db5	5	196
13	9	20	9a	218/3	125/3	0.3333333333333333		5/12	5/12	12/8	3	1	1/12	1/8	2/3		-1	53	F3	3	202
13	9	20	9a	147/2	85/2	0.5		5/8	5/8	12/8	1	1	1/8	1/8	1		-4	68	Ab4	4	197
14	9	21	9a	73	42	1.5	1	0	0	12/8	4	1	3/8	1/4	3/2	-1	-5	37	Db2	2	213
14	9	21	9a	73	42	1.5	1	0	0	12/8	4	1	3/8	1/4	3/2	-1	-5	49	Db3	3	213
14	9	21	9a	73	42	0.5	1	0	0	12/8	2	1	1/8	1/8	1		-4	68	Ab4	4	207
14	9	21	9a	220/3	127/3	0.3333333333333333	1	1/12	1/12	12/8	3	1	1/12	1/8	2/3		-5	49	Db3	3	210
14	9	21	9a	147/2	85/2	0.5	1	1/8	1/8	12/8	1	1	1/8	1/8	1		-1	65	F4	4	204
14	9	21	9a	74	43	0.3333333333333333	1	1/4	1/4	12/8	3	1	1/12	1/8	2/3		-4	56	Ab3	3	211
14	9	21	9a	74	43	0.5	1	1/4	1/4	12/8	2	1	1/8	1/8	1		-5	73	Db5	5	208
14	9	21	9a	149/2	87/2	0.5	1	3/8	3/8	12/8	1	1	1/8	1/8	1		-5	61	Db4	4	205
14	9	21	9a	224/3	131/3	0.3333333333333333	1	5/12	5/12	12/8	3	1	1/12	1/8	2/3		-1	53	F3	3	212
14	9	21	9a	75	44	0.5	1	1/2	1/2	12/8	2	1	1/8	1/8	1		-1	77	F5	5	209
14	9	21	9a	151/2	89/2	0.5	1	5/8	5/8	12/8	1	1	1/8	1/8	1		-4	80	Ab5	5	206
12	8	22	8b	75	38	1.5		0	0	12/8	4	1	3/8	1/4	3/2		-5	37	Db2	2	194
12	8	22	8b	75	38	1.5		0	0	12/8	4	1	3/8	1/4	3/2		-5	49	Db3	3	194
12	8	22	8b	75	38	0.5		0	0	12/8	2	1	1/8	1/8	1		-5	61	Db4	4	188
12	8	22	8b	75	38	0.5		0	0	12/8	1	1	1/8	1/8	1		-1	77	F5	5	185
12	8	22	8b	226/3	115/3	0.3333333333333333		1/12	1/12	12/8	3	1	1/12	1/8	2/3		-5	49	Db3	3	191
12	8	22	8b	76	39	0.3333333333333333		1/4	1/4	12/8	3	1	1/12	1/8	2/3		-4	44	Ab2	2	192
12	8	22	8b	76	39	0.5		1/4	1/4	12/8	2	1	1/8	1/8	1		-4	68	Ab4	4	189
12	8	22	8b	76	39	0.5		1/4	1/4	12/8	1	1	1/8	1/8	1		-5	73	Db5	5	186
12	8	22	8b	230/3	119/3	0.3333333333333333		5/12	5/12	12/8	3	1	1/12	1/8	2/3		-1	53	F3	3	193
12	8	22	8b	77	40	0.5		1/2	1/2	12/8	2	1	1/8	1/8	1		-1	65	F4	4	190
12	8	22	8b	77	40	0.5		1/2	1/2	12/8	1	1	1/8	1/8	1		-4	68	Ab4	4	187
9	5	23	5c	77	20	1.5		0	0	12/8	4	1	3/8	1/4	3/2		-5	37	Db2	2	131
9	5	23	5c	77	20	0.5		0	0	12/8	3	1	1/8	1/8	1		-5	49	Db3	3	123
9	5	23	5c	77	20	1.5		0	0	12/8	4	1	3/8	1/4	3/2		-5	49	Db3	3	131
9	5	23	5c	77	20	1.0		0	0	12/8	2	1	1/4	1/4	1		-1	65	F4	4	118
9	5	23	5c	77	20	0.5		0	0	12/8	1	1	1/8	1/8	1		-5	73	Db5	5	106
9	5	23	5c	155/2	41/2	0.5		1/8	1/8	12/8	3	1	1/8	1/8	1		-4	44	Ab2	2	124
9	5	23	5c	155/2	41/2	0.5		1/8	1/8	12/8	1	1	1/8	1/8	1		0	72	C5	5	107
9	5	23	5c	78	21	0.5		1/4	1/4	12/8	3	1	1/8	1/8	1		-1	53	F3	3	125
9	5	23	5c	78	21	1.0		1/4	1/4	12/8	2	1	1/4	1/4	1		-4	68	Ab4	4	119
9	5	23	5c	78	21	0.5		1/4	1/4	12/8	1	1	1/8	1/8	1		-2	70	Bb4	4	108
9	5	23	5c	157/2	43/2	1.5		3/8	3/8	12/8	4	1	3/8	1/4	3/2		-4	32	Ab1	1	132
9	5	23	5c	157/2	43/2	1.5		3/8	3/8	12/8	4	1	3/8	1/4	3/2		-4	44	Ab2	2	132
9	5	23	5c	157/2	43/2	0.5		3/8	3/8	12/8	3	1	1/8	1/8	1		-5	49	Db3	3	126
9	5	23	5c	157/2	43/2	0.5		3/8	3/8	12/8	1	1	1/8	1/8	1		-4	68	Ab4	4	109
9	5	23	5c	79	22	0.5		1/2	1/2	12/8	3	1	1/8	1/8	1		-4	56	Ab3	3	127
9	5	23	5c	79	22	0.5		1/2	1/2	12/8	1	1	1/8	1/8	1		-6	66	Gb4	4	110
9	5	23	5c	79	22	1.0		1/2	1/2	12/8	2	1	1/4	1/4	1		-5	73	Db5	5	120
9	5	23	5c	159/2	45/2	0.5		5/8	5/8	12/8	3	1	1/8	1/8	1		-3	51	Eb3	3	128
9	5	23	5c	159/2	45/2	0.5		5/8	5/8	12/8	1	1	1/8	1/8	1		-1	65	F4	4	111
9	5	23	5c	80	23	0.5		3/4	3/4	12/8	3	1	1/8	1/8	1		-7	59	Cb4	4	129
9	5	23	5c	80	23	0.5		3/4	3/4	12/8	1	1	1/8	1/8	1		-3	63	Eb4	4	112
9	5	23	5c	80	23	1.0		3/4	3/4	12/8	2	1	1/4	1/4	1		-3	75	Eb5	5	121
9	5	23	5c	161/2	47/2	0.5		7/8	7/8	12/8	3	1	1/8	1/8	1		-4	56	Ab3	3	130
9	5	23	5c	161/2	47/2	0.5		7/8	7/8	12/8	1	1	1/8	1/8	1		-5	61	Db4	4	113
9	5	23	5c	81	24	0.5		1	1	12/8	1	1	1/8	1/8	1		-7	59	Cb4	4	114
9	5	23	5c	81	24	1.0		1	1	12/8	2	1	1/4	1/4	1		-7	71	Cb5	5	122
9	5	23	5c	163/2	49/2	0.5		9/8	9/8	12/8	1	1	1/8	1/8	1		-2	58	Bb3	3	115
9	5	23	5c	82	25	0.5		5/4	5/4	12/8	1	1	1/8	1/8	1		-4	56	Ab3	3	116
9	5	23	5c	165/2	51/2	0.5		11/8	11/8	12/8	1	1	1/8	1/8	1		-7	59	Cb4	4	117
13	9	24	9b	83	40	1.5		0	0	12/8	4	1	3/8	1/4	3/2	1	-5	37	Db2	2	203
13	9	24	9b	83	40	1.5		0	0	12/8	4	1	3/8	1/4	3/2	1	-5	49	Db3	3	203
13	9	24	9b	250/3	121/3	0.3333333333333333		1/12	1/12	12/8	3	1	1/12	1/8	2/3		-5	49	Db3	3	200
13	9	24	9b	167/2	81/2	0.5		1/8	1/8	12/8	2	1	1/8	1/8	1		-5	61	Db4	4	198
13	9	24	9b	167/2	81/2	0.5		1/8	1/8	12/8	1	1	1/8	1/8	1		-1	77	F5	5	195
13	9	24	9b	84	41	0.3333333333333333		1/4	1/4	12/8	3	1	1/12	1/8	2/3		-4	44	Ab2	2	201
13	9	24	9b	169/2	83/2	0.5		3/8	3/8	12/8	2	1	1/8	1/8	1		-1	65	F4	4	199
13	9	24	9b	169/2	83/2	0.5		3/8	3/8	12/8	1	1	1/8	1/8	1		-5	73	Db5	5	196
13	9	24	9b	254/3	125/3	0.3333333333333333		5/12	5/12	12/8	3	1	1/12	1/8	2/3		-1	53	F3	3	202
13	9	24	9b	171/2	85/2	0.5		5/8	5/8	12/8	1	1	1/8	1/8	1		-4	68	Ab4	4	197
15	10	25	10a	85	44	2.0	2	0	0	12/8	4	1	1/2	1/2	1	1	0	48	C3	3	243
15	10	25	10a	85	44	0.5	2	0	0	12/8	3	1	1/8	1/8	1		1	55	G3	3	237
15	10	25	10a	85	44	0.25	2	0	0	12/8	2	1	1/16	1/16	1		1	79	G5	5	222
15	10	25	10a	85	44	0.5	2	0	0	12/8	1	1	1/8	1/8	1		1	79	G5	5	214
15	10	25	10a	341/4	177/4	0.25	2	1/16	1/16	12/8	2	1	1/16	1/16	1		-1	77	F5	5	223
15	10	25	10a	171/2	89/2	0.5	2	1/8	1/8	12/8	3	1	1/8	1/8	1		4	52	E3	3	238
15	10	25	10a	171/2	89/2	0.25	2	1/8	1/8	12/8	2	1	1/16	1/16	1		4	76	E5	5	224
15	10	25	10a	171/2	89/2	0.5714285714285714	2	1/8	1/8	12/8	1	1	1/7	1/4	4/7		0	84	C6	6	215
15	10	25	10a	343/4	179/4	0.25	2	3/16	3/16	12/8	2	1	1/16	1/16	1		2	74	D5	5	225
15	10	25	10a	86	45	0.5	2	1/4	1/4	12/8	3	1	1/8	1/8	1		0	48	C3	3	239
15	10	25	10a	86	45	0.25	2	1/4	1/4	12/8	2	1	1/16	1/16	1		0	72	C5	5	226
15	10	25	10a	1205/14	631/14	0.5714285714285714	2	15/56	15/56	12/8	1	1	1/7	1/4	4/7		4	76	E5	5	216
15	10	25	10a	345/4	181/4	0.25	2	5/16	5/16	12/8	2	1	1/16	1/16	1		5	71	B4	4	227
15	10	25	10a	173/2	91/2	0.5	2	3/8	3/8	12/8	3	1	1/8	1/8	1		1	43	G2	2	240
15	10	25	10a	173/2	91/2	0.25	2	3/8	3/8	12/8	2	1	1/16	1/16	1		3	69	A4	4	228
15	10	25	10a	1213/14	639/14	0.5714285714285714	2	23/56	23/56	12/8	1	1	1/7	1/4	4/7		1	79	G5	5	217
15	10	25	10a	347/4	183/4	0.25	2	7/16	7/16	12/8	2	1	1/16	1/16	1		1	67	G4	4	229
15	10	25	10a	87	46	0.5	2	1/2	1/2	12/8	3	1	1/8	1/8	1		4	40	E2	2	241
15	10	25	10a	87	46	0.25	2	1/2	1/2	12/8	4	1	1/16	1/16	1	-1	0	48	C3	3	244
15	10	25	10a	87	46	0.25	2	1/2	1/2	12/8	2	1	1/16	1/16	1		-1	65	F4	4	230
15	10	25	10a	1221/14	647/14	0.5714285714285714	2	31/56	31/56	12/8	1	1	1/7	1/4	4/7		0	72	C5	5	218
15	10	25	10a	349/4	185/4	0.25	2	9/16	9/16	12/8	2	1	1/16	1/16	1		4	64	E4	4	231
15	10	25	10a	175/2	93/2	0.5	2	5/8	5/8	12/8	3	1	1/8	1/8	1		0	36	C2	2	242
15	10	25	10a	175/2	93/2	0.25	2	5/8	5/8	12/8	2	1	1/16	1/16	1		2	62	D4	4	232
15	10	25	10a	351/4	187/4	0.25	2	11/16	11/16	12/8	2	1	1/16	1/16	1		0	60	C4	4	233
15	10	25	10a	1229/14	655/14	0.5714285714285714	2	39/56	39/56	12/8	1	1	1/7	1/4	4/7		4	76	E5	5	219
15	10	25	10a	88	47	0.25	2	3/4	3/4	12/8	2	1	1/16	1/16	1		5	59	B3	3	234
15	10	25	10a	353/4	189/4	0.25	2	13/16	13/16	12/8	2	1	1/16	1/16	1		3	57	A3	3	235
15	10	25	10a	1237/14	663/14	0.5714285714285714	2	47/56	47/56	12/8	1	1	1/7	1/4	4/7		1	67	G4	4	220
15	10	25	10a	177/2	95/2	0.25	2	7/8	7/8	12/8	2	1	1/16	1/16	1		1	55	G3	3	236
15	10	25	10a	1245/14	671/14	0.5714285714285714	2	55/56	55/56	12/8	1	1	1/7	1/4	4/7		0	72	C5	5	221
1	0	26	10a	88	0	0.15		0	5/4	12/8	4	1	3/80	1/16	3/5		-4	32	Ab1	1	16
1	0	26	10a	88	0	0.25		0	5/4	12/8	3	1	1/16	1/16	1		-7	47	Cb3	3	12
1	0	26	10a	88	0	0.25		0	5/4	12/8	2	1	1/16	1/16	1		-3	51	Eb3	3	7
1	0	26	10a	88	0	0.21428571428571427		0	5/4	12/8	1	1	3/56	1/8	3/7		-7	83	Cb6	6	0
1	0	26	10a	1763/20	3/20	0.15		3/80	103/80	12/8	4	1	3/80	1/16	3/5		-3	39	Eb2	2	17
1	0	26	10a	1235/14	3/14	0.21428571428571427		3/56	73/56	12/8	1	1	3/56	1/8	3/7		-4	80	Ab5	5	1
1	0	26	10a	353/4	1/4	0.25		1/16	21/16	12/8	3	1	1/16	1/16	1		-3	51	Eb3	3	13
1	0	26	10a	353/4	1/4	0.25		1/16	21/16	12/8	2	1	1/16	1/16	1		-4	56	Ab3	3	8
1	0	26	10a	883/10	3/10	0.15		3/40	53/40	12/8	4	1	3/80	1/16	3/5		-4	44	Ab2	2	18
1	0	26	10a	619/7	3/7	0.21428571428571427		3/28	19/14	12/8	1	1	3/56	1/8	3/7		-3	75	Eb5	5	2
1	0	26	10a	1769/20	9/20	0.15		9/80	109/80	12/8	4	1	3/80	1/16	3/5		-3	51	Eb3	3	19
1	0	26	10a	177/2	1/2	0.25		1/8	11/8	12/8	3	1	1/16	1/16	1		-4	56	Ab3	3	14
1	0	26	10a	177/2	1/2	0.25		1/8	11/8	12/8	2	1	1/16	1/16	1		-7	59	Cb4	4	9
1	0	26	10a	443/5	3/5	0.15		3/20	7/5	12/8	4	1	3/80	1/16	3/5		-4	56	Ab3	3	20
1	0	26	10a	1241/14	9/14	0.21428571428571427		9/56	79/56	12/8	1	1	3/56	1/8	3/7		-7	71	Cb5	5	3
1	0	26	10a	355/4	3/4	0.25		3/16	23/16	12/8	3	1	1/16	1/16	1		-7	59	Cb4	4	15
1	0	26	10a	355/4	3/4	0.25		3/16	23/16	12/8	2	1	1/16	1/16	1		-3	63	Eb4	4	10
1	0	26	10a	622/7	6/7	0.21428571428571427		3/14	41/28	12/8	1	1	3/56	1/8	3/7		-4	68	Ab4	4	4
1	0	26	10a	89	1	0.25		1/4	3/2	12/8	2	1	1/16	1/16	1		-4	68	Ab4	4	11
1	0	26	10a	1247/14	15/14	0.21428571428571427		15/56	85/56	12/8	1	1	3/56	1/8	3/7		-3	63	Eb4	4	5
1	0	26	10a	625/7	9/7	0.21428571428571427		9/28	11/7	12/8	1	1	3/56	1/8	3/7		-7	59	Cb4	4	6
2	1	27	1c	89	1	6.0		0	0	12/8	1	1	3/2	1	3/2		-4	56	Ab3	3	21
2	1	27	1c	89	1	3.0		0	0	12/8	4	1	3/4	1/2	3/2	1	-7	59	Cb4	4	25
2	1	27	1c	89	1	4.0		0	0	12/8	3	1	1	1	1	1	-3	63	Eb4	4	24
2	1	27	1c	89	1	3.0		0	0	12/8	2	1	3/4	1/2	3/2		-7	71	Cb5	5	22
2	1	27	1c	92	4	2.0		3/4	3/4	12/8	2	1	1/2	1/2	1	1	0	72	C5	5	23
