measure_start;measure_end;person;text
873.250;881.500;"Helmwige";"Wie die Schwester träf' uns auch ihr Schimpf, wie die Schwester träf' uns selbst auch ihr Schimpf!"
873.250;875.250;"Gerhilde";"Wie die Schwester träf' uns auch der Schimpf,"
878.250;881.500;"Gerhilde, Siegrune und Grimgerde";"wie die Schwester träf' uns selbst auch ihr Schimpf!"
873.250;875.250;"Siegrune und Grimgerde";"Wie die Schwester träfe uns selber der Schimpf,"
875.500;881.500;"Ortlinde";"Wie sie träfe uns auch ihr Schimpf, wie die Schwester träf 'uns selbst auch ihr Schimpf!"
874.500;881.500;"Waltraute";"Wie die Schwester träf' uns auch ihr Schimpf, wie die Schwester träf' uns selbst auch ihr Schimpf!"
874.875;881.500;"Rossweisse";"Wie sie auch träf' uns auch ihr Schimpf, wie die Schwester träf' uns selbst auch ihr Schimpf!"
875.500;881.500;"Schwertleite";"Wie sie träf' uns ihr Schimpf, wie die Schwester träf' uns selbst auch ihr Schimpf!"
882.250;884.500;"Wotan";"Hörtet ihr nicht, was ich verhängt?"
885.250;888.500;"Wotan";"Aus eurer Schar ist die treulose Schwester geschieden;"
889.250;892.500;"Wotan";"mit euch zu Roß durch die Lüfte nicht reitet sie länger;"
893.375;897.500;"Wotan";"die magdliche Blume verblüht der Maid;"
897.875;901.999;"Wotan";"ein Gatte gewinnt ihre weibliche Gunst,"
902.125;905.250;"Wotan";"dem herrschenden Manne gehorcht sie fortan;"
905.750;907.333;"Wotan";"am Herde sitzt sie und spinnt,"
907.666;909.500;"Wotan";"aller Spottenden Ziel und Spiel."
915.500;918.500;"Wotan";"Schreckt euch ihr Los? So flieht die Verlorne!;"
919.000;920.750;"Wotan";"weichet von ihr, und haltet euch fern!"
921.000;922.750;"Wotan";"Wer von euch wagte bei ihr zu weilen,"
923.000;924.750;"Wotan";"wer mir zum Trotz zu der Traurigen hielt’,"
924.875;926.500;"Wotan";"die Törin teilte ihr Los:"
926.750;928.250;"Wotan";"das künd’ ich der Kühnen an."
931.000;933.750;"Wotan";"Fort jetzt von hier; meidet den Felsen."
934.000;935.500;"Wotan";"Hurtig jagt mir von hinnen;"
935.750;937.333;"Wotan";"sonst erharrt Jammer euch hier!"
938.000;938.888;"Helmwige, Ortlinde, Gerhilde, Waltraute, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Weh’!"
940.000;940.888;"Helmwige, Ortlinde, Gerhilde, Waltraute, Siegrune, Rossweisse, Grimgerde und Schwertleite";"Weh’!"
1004.000;1007.500;"Brünnhilde";"War es so schmählich, was ich verbrach,"
1007.500;1010.999;"Brünnhilde";"daß mein Verbrechen so schmählich du bestrafst?"
1012.000;1015.500;"Brünnhilde";"War es so niedrig, was ich dir tat,"
1015.500;1018.333;"Brünnhilde";"daß du so tief mir Erniedrigung schaffst?"
1020.000;1023.500;"Brünnhilde";"War es so ehrlos, was ich beging,"
1023.500;1026.666;"Brünnhilde";"daß mein Vergehn nun die Ehre mir raubt?"
1030.666;1034.500;"Brünnhilde";"O sag, Vater! Sieh mir ins Auge;"
1035.166;1038.666;"Brünnhilde";"schweige den Zorn, zähme die Wut"
1038.666;1041.666;"Brünnhilde";"und deute mir klar die dunkle Schuld,"
1041.666;1044.666;"Brünnhilde";"die mit starkem Trotze dich zwingt,"
1044.666;1047.666;"Brünnhilde";"zu verstoßen dein trautestes Kind?"
1049.333;1052.333;"Wotan";"Frag deine Tat, sie deutet dir deine Schuld!"
1052.666;1054.333;"Brünnhilde";"Deinen Befehl führte ich aus."
1054.500;1057.333;"Wotan";"Befahl ich dir, für den Wälsung zu fechten?"
1057.833;1059.666;"Brünnhilde";"So hießest du mich als Herrscher der Wal!"
1059.500;1061.333;"Wotan";"Doch meine Weisung nahm ich wieder zurück!"
1063.166;1065.666;"Brünnhilde";"Als Fricka den eignen Sinn dir entfremdet;"
1065.833;1067.666;"Brünnhilde";"da ihrem Sinn du dich fügtest,"
1068.000;1069.333;"Brünnhilde";"warst du selber dir Feind."
1070.666;1071.833;"Wotan";"Daß du mich verstanden, wähnt’ ich,"
1071.916;1073.333;"Wotan";"und strafte den wissenden Trotz:"
1074.833;1077.166;"Wotan";"doch feig und dumm dachtest du mich!"
1077.833;1079.333;"Wotan";"So hätt’ ich Verrat nicht zu rächen;"
1079.666;1081.333;"Wotan";"zu gering wärst du meinem Grimm?"
1087.666;1091.500;"Brünnhilde";"Nicht weise bin ich, doch wußt’ ich das eine,"
1091.666;1093.999;"Brünnhilde";"daß den Wälsung du liebtest."
1094.166;1096.333;"Brünnhilde";"Ich wußte den Zwiespalt, der dich zwang,"
1096.500;1098.333;"Brünnhilde";"dies eine ganz zu vergessen."
1099.166;1101.666;"Brünnhilde";"Das andre mußtest einzig du sehn,"
1101.666;1104.666;"Brünnhilde";"was zu schaun so herb schmerzte dein Herz,"
1104.833;1107.833;"Brünnhilde";"daß Siegmund Schutz du versagtest."
1107.833;1109.999;"Wotan";"Du wußtest es so, und wagtest dennoch den Schutz?"
1111.666;1114.333;"Brünnhilde";"Weil für dich im Auge das eine ich hielt,"
1114.333;1115.333;"Brünnhilde";"dem, im Zwange des andren"
1115.333;1116.333;"Brünnhilde";"schmerzlich entzweit,"
1116.333;1118.333;"Brünnhilde";"ratlos den Rücken du wandtest!"
1119.333;1121.166;"Brünnhilde";"Die im Kampfe Wotan den Rücken bewacht,"
1121.250;1124.666;"Brünnhilde";"die sah nun das nur, was du nicht sahst."
1126.000;1128.666;"Brünnhilde";"Siegmund mußt’ ich sehn."
1130.000;1132.333;"Brünnhilde";"Tod kündend trat ich vor ihn,"
1134.250;1137.500;"Brünnhilde";"gewahrte sein Auge, hörte sein Wort,"
1137.666;1141.666;"Brünnhilde";"ich vernahm des Helden heilige Not;"
1142.000;1145.833;"Brünnhilde";"tönend erklang mir des Tapfersten Klage:"
1146.000;1149.999;"Brünnhilde";"freiester Liebe furchtbares Leid;"
1150.000;1153.666;"Brünnhilde";"traurigsten Mutes mächtigster Trotz!"
1154.166;1157.833;"Brünnhilde";"Meinem Ohr erscholl, mein Aug’ erschaute,"
1157.833;1160.666;"Brünnhilde";"was tief im Busen das Herz"
1160.666;1163.666;"Brünnhilde";"zu heil’gem Beben mir traf!"
1165.333;1168.666;"Brünnhilde";"Scheu und staunend stand ich vor Scham:"
1169.333;1172.666;"Brünnhilde";"ihm nur zu dienen konnt’ ich noch denken;"
1173.000;1176.666;"Brünnhilde";"Sieg oder Tod mit Siegmund zu teilen:"
1177.333;1180.666;"Brünnhilde";"dies nur erkannt’ ich zu kiesen als Los!"
1185.333;1190.666;"Brünnhilde";"Der diese Liebe mir ins Herz gelegt,"
1191.666;1194.333;"Brünnhilde";"dem Willen, der dem Wälsung mich gesellt,"
1194.666;1197.999;"Brünnhilde";"ihm innig vertraut,"
1200.333;1202.999;"Brünnhilde";"trotzt’ ich deinem Gebot."
1203.500;1206.500;"Wotan";"So tatest du, was so gern zu tun ich begehrt;"
1207.500;1210.500;"Wotan";"doch was nicht zu tun die Not zwiefach mich zwang?"
1211.750;1214.750;"Wotan";"So leicht wähntest du Wonne des Herzens erworben,"
1214.875;1216.750;"Wotan";"wo brennend’ Weh’ in das Herz mir brach,"
1216.875;1217.875;"Wotan";"wo gräßliche Not"
1217.875;1218.750;"Wotan";"den Grimm mir schuf,"
1218.875;1221.750;"Wotan";"einer Welt zu Liebe der Liebe Quell"
1221.750;1223.500;"Wotan";"im gequälten Herzen zu hemmen?"
1224.375;1225.375;"Wotan";"Wo gegen mich selber"
1225.375;1226.375;"Wotan";"ich sehrend mich wandte,"
1226.438;1227.500;"Wotan";"aus Ohnmacht Schmerzen"
1227.500;1228.500;"Wotan";"schäumend ich aufschoß,"
1229.000;1230.875;"Wotan";"wütender Sehnsucht sengender Wunsch"
1230.875;1232.500;"Wotan";"den schrecklichen Willen mir schuf,"
1232.750;1236.500;"Wotan";"in den Trümmern der eignen Welt"
1236.500;1239.500;"Wotan";"meine ew’ge Trauer zu enden:"
1244.750;1248.750;"Wotan";"da labte süß dich selige Lust;"
1249.250;1252.750;"Wotan";"wonniger Rührung üppigen Rausch"
1252.750;1256.500;"Wotan";"enttrankst du lachend der Liebe Trank,"
1256.750;1262.500;"Wotan";"als mir göttlicher Not nagende Galle gemischt?"
1265.750;1267.375;"Wotan";"Deinen leichten Sinn laß dich denn leiten:"
1267.875;1269.250;"Wotan";"von mir sagtest du dich los."
1271.250;1272.375;"Wotan";"Dich muß ich meiden;"
1272.438;1273.375;"Wotan";"gemeinsam mit dir"
1273.375;1275.500;"Wotan";"nicht darf ich Rat mehr raunen;"
1275.875;1276.999;"Wotan";"getrennt, nicht dürfen"
1277.000;1277.875;"Wotan";"traut wir mehr schaffen,"
1278.125;1279.500;"Wotan";"so weit Leben und Luft"
1279.500;1282.500;"Wotan";"darf der Gott dir nicht mehr begegnen!"
1289.250;1291.250;"Brünnhilde";"Wohl taugte dir nicht die tör’ge Maid,"
1291.375;1292.375;"Brünnhilde";"die staunend im Rate"
1292.500;1293.250;"Brünnhilde";"nicht dich verstand,"
1293.375;1294.250;"Brünnhilde";"wie mein eigner Rat"
1294.250;1295.750;"Brünnhilde";"nur das eine mir riet:"
1295.875;1298.500;"Brünnhilde";"zu lieben, was du geliebt."
1300.250;1302.375;"Brünnhilde";"Muß ich denn scheiden und scheu dich meiden,"
1302.625;1304.250;"Brünnhilde";"mußt du spalten, was einst sich umspannt,"
1304.375;1306.375;"Brünnhilde";"die eigne Hälfte fern von dir halten,"
1306.750;1308.500;"Brünnhilde";"daß sonst sie ganz dir gehörte,"
1308.750;1311.250;"Brünnhilde";"du Gott, vergiß dess’ nicht!"
1311.375;1313.875;"Brünnhilde";"Dein ewig Teil nicht wirst du entehren,"
1314.250;1316.750;"Brünnhilde";"Schande nicht wollen, die dich beschimpft:"
1317.375;1319.375;"Brünnhilde";"dich selbst ließest du sinken,"
1319.500;1321.750;"Brünnhilde";"sähst du dem Spott mich zum Spiel!"
1324.750;1328.500;"Wotan";"Du folgtest selig der Liebe Macht;"
1329.000;1332.500;"Wotan";"folge nun dem, den du lieben mußt!"
1333.000;1334.500;"Brünnhilde";"Soll ich aus Walhall scheiden,"
1334.750;1336.500;"Brünnhilde";"nicht mehr mit dir schaffen und walten,"
1337.125;1340.250;"Brünnhilde";"dem herrischen Manne gehorchen fortan:"
1340.375;1342.500;"Brünnhilde";"dem feigen Prahler gib mich nicht preis!"
1342.750;1345.250;"Brünnhilde";"nicht wertlos sei er, der mich gewinnt!"
1345.750;1347.750;"Wotan";"Von Walvater schiedest du;"
1348.250;1350.250;"Wotan";"nicht wählen darf er für dich."
1351.750;1353.250;"Brünnhilde";"Du zeugtest ein edles Geschlecht;"
1354.750;1356.500;"Brünnhilde";"kein Zager kann je ihm entschlagen:"
1357.375;1358.875;"Brünnhilde";"der weihlichste Held, ich weiß es,"
1358.938;1360.250;"Brünnhilde";"entblüht dem Wälsungen Stamm!"
1360.500;1361.750;"Wotan";"Schweig von dem Wälsungen Stamm!"
1361.875;1363.938;"Wotan";"Von dir geschieden, schied ich von ihm;"
1363.938;1365.250;"Wotan";"vernichten mußt’ ihn der Neid!"
1365.750;1368.250;"Brünnhilde";"Die von dir sich riß, rettete ihn:"
1369.000;1371.250;"Brünnhilde";"Sieglinde hegt die heiligste Frucht;"
1371.375;1373.500;"Brünnhilde";"in Schmerz und Leid, wie kein Weib sie gelitten,"
1373.500;1374.416;"Brünnhilde";"wird sie gebären,"
1374.416;1375.500;"Brünnhilde";"was bang sie birgt."
1376.250;1378.500;"Wotan";"Nie suche bei mir Schutz für die Frau,"
1378.500;1379.999;"Wotan";"noch für ihres Schoßes Frucht!"
1380.375;1382.375;"Brünnhilde";"Sie wahret das Schwert, das du Siegmund schufest."
1382.375;1383.750;"Wotan";"Und das ich ihm in Stücken schlug!"
1388.875;1392.500;"Wotan";"Nicht streb, o Maid, den Mut mir zu stören;"
1392.875;1396.500;"Wotan";"erwarte dein Los, wie sich’s dir wirft;"
1396.875;1399.250;"Wotan";"nicht kiesen kann ich es dir.  –"
1400.875;1402.750;"Wotan";"Doch fort muß ich jetzt, fern mich verziehn;"
1402.875;1404.250;"Wotan";"zu viel schon zögert’ ich hier:"
1404.375;1405.750;"Wotan";"von der Abwendigen wend’ ich mich ab;"
1405.875;1407.250;"Wotan";"nicht wissen darf ich, was sie sich wünscht:"
1407.375;1410.250;"Wotan";"die Strafe nur muß vollstreckt ich sehn!"
1410.188;1411.375;"Brünnhilde";"Was hast du erdacht, daß ich erdulde?"
1413.750;1417.500;"Wotan";"In festen Schlaf verschließ’ ich dich: –"
1419.250;1421.500;"Wotan";"wer so die Wehrlose weckt,"
1422.250;1424.500;"Wotan";"dem ward, erwacht, sie zum Weib!"
1425.750;1427.875;"Brünnhilde";"Soll fesselnder Schlaf fest mich binden,"
1427.875;1429.999;"Brünnhilde";"dem feigsten Manne zur leichten Beute:"
1430.750;1433.750;"Brünnhilde";"dies eine mußt du erhören,"
1434.250;1437.500;"Brünnhilde";"was heil’ge Angst zu dir fleht:"
1437.750;1441.500;"Brünnhilde";"die Schlafende schütze mit scheuchenden Schrecken,"
1441.625;1443.500;"Brünnhilde";"daß nur ein furchtlos freiester Held"
1443.500;1445.750;"Brünnhilde";"hier auf dem Felsen einst mich fänd’!"
1447.750;1451.500;"Wotan";"Zuviel begehrst du, zu viel der Gunst!"
1454.250;1457.999;"Brünnhilde";"Dies eine mußt du gewähren!"
1458.125;1460.250;"Brünnhilde";"Zerknicke dein Kind, das dein Knie umfaßt,"
1460.375;1462.250;"Brünnhilde";"zertritt die Traute; zertrümmre die Maid;"
1462.333;1464.999;"Brünnhilde";"ihres Leibes Spur zerstöre dein Speer:"
1465.750;1469.375;"Brünnhilde";"doch gib, Grausamer, nicht"
1469.375;1471.500;"Brünnhilde";"der gräßlichsten Schmach sie preis!"
1472.375;1475.999;"Brünnhilde";"Auf dein Gebot entbrenne ein Feuer;"
1476.125;1479.250;"Brünnhilde";"den Felsen umglühe lodernde Glut;"
1479.375;1481.750;"Brünnhilde";"es leck’ ihre Zung’, es fresse ihr Zahn"
1481.750;1485.750;"Brünnhilde";"den Zagen, der frech sich wagte"
1485.875;1488.500;"Brünnhilde";"dem freislichen Felsen zu nahn!"
1497.750;1501.500;"Wotan";"Leb wohl, du kühnes, herrliches Kind!"
1502.000;1505.999;"Wotan";"Du meines Herzens heiligster Stolz!"
1506.500;1512.500;"Wotan";"Leb wohl! Leb wohl! Leb wohl!"
1515.000;1516.625;"Wotan";"Muß ich dich meiden,"
1516.750;1518.750;"Wotan";"und darf nicht minnig"
1518.750;1520.750;"Wotan";"mein Gruß dich mehr grüßen;"
1521.000;1524.625;"Wotan";"sollst du nun nicht mehr neben mir reiten,"
1524.750;1526.750;"Wotan";"noch Met beim Mahl mir reichen;"
1527.000;1530.750;"Wotan";"muß ich verlieren dich, die ich liebe,"
1530.875;1534.250;"Wotan";"du lachende Lust meines Auges:"
1534.750;1536.875;"Wotan";"ein bräutliches Feuer soll dir entbrennen,"
1536.938;1538.500;"Wotan";"wie nie einer Braut es gebrannt!"
1539.500;1542.500;"Wotan";"Flammende Glut umglühe den Fels;"
1542.938;1543.875;"Wotan";"mit zehrenden Schrecken"
1544.000;1544.875;"Wotan";"scheuch’ es den Zagen;"
1545.375;1547.750;"Wotan";"der Feige fliehe Brünnhildes Fels!"
1549.750;1552.750;"Wotan";"Denn einer nur freie die Braut,"
1553.750;1556.500;"Wotan";"der freier als ich, der Gott!"
1581.875;1583.500;"Wotan";"Der Augen leuchtendes Paar,"
1583.875;1585.500;"Wotan";"das oft ich lächelnd gekost,"
1585.875;1587.250;"Wotan";"wenn Kampfeslust ein Kuß dir lohnte,"
1587.375;1588.375;"Wotan";"wenn kindisch lallend der Helden Lob"
1588.438;1589.375;"Wotan";"von holden Lippen dir floß;"
1589.875;1591.500;"Wotan";"dieser Augen strahlendes Paar,"
1591.875;1593.500;"Wotan";"das oft im Sturm mir geglänzt,"
1593.875;1595.250;"Wotan";"wenn Hoffnungssehnen das Herz mir sengte,"
1595.375;1596.416;"Wotan";"nach Weltenwonne mein Wunsch verlangte"
1596.458;1597.500;"Wotan";"aus wild webendem Bangen:"
1597.875;1598.999;"Wotan";"zum letzten Mal"
1599.000;1599.875;"Wotan";"letz’ es mich heut"
1599.875;1601.999;"Wotan";"mit des Lebewohles letztem Kuß!"
1602.375;1603.375;"Wotan";"Dem glücklichern Manne"
1603.500;1604.500;"Wotan";"glänze sein Stern:"
1604.750;1606.999;"Wotan";"dem unseligen Ew’gen"
1607.000;1608.750;"Wotan";"muß es scheidend sich schließen."
1610.875;1613.250;"Wotan";"Denn so kehrt der Gott sich dir ab,"
1613.500;1617.500;"Wotan";"so küßt er die Gottheit von dir!"
1651.000;1651.999;"Wotan";"Loge, hör’!"
1653.000;1653.999;"Wotan";"Lausche hieher!"
1654.250;1656.250;"Wotan";"Wie zuerst ich dich fand, als feurige Glut,"
1656.375;1657.375;"Wotan";"wie dann einst du mir schwandest,"
1657.438;1658.375;"Wotan";"als schweifende Lohe;"
1658.500;1661.500;"Wotan";"wie ich dich band, bann’ ich dich heut!"
1661.938;1663.375;"Wotan";"Herauf, wabernde Lohe."
1664.875;1666.250;"Wotan";"Umlodre mir feurig den Fels!"
1668.500;1670.500;"Wotan";"Loge! Loge! Hieher!"
1693.000;1697.500;"Wotan";"Wer meines Speeres Spitze fürchtet,"
1697.875;1700.999;"Wotan";"durchschreite das Feuer nie!"
