@pageIndex,Nodes.Node.Id,Nodes.Node.ClassName,Nodes.Node.Top,Nodes.Node.Left,Nodes.Node.Width,Nodes.Node.Height,Nodes.Node.Mask,Nodes.Node.Data.DataItem,Nodes.Node.Inlinks,Nodes.Node.Data,Nodes.Node.Outlinks,staff_id,spacing_run_id,dorico_event_id,clef_type,clef_hotspot,clef_required_stave_lines,clef_stave_position,dorico_event_ids,grace_note,duration_beats,onset_beats,pitch_octave,midi_pitch_code,normalized_pitch_step,key_signature_description,time_signature_description,text,pitch
13,7562,noteheadBlack,1964,1080,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '547.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '6'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '88'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'E'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8290'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7659 7802 7817,0,2.8234269056654193e+18,8290,,,,,,,0.5,547.5,6,88,E,,,,E6
13,7563,noteheadBlack,1975,1110,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '548.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '6'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '86'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'D'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8292'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7660 7802 7817,0,2.8234269056654193e+18,8292,,,,,,,0.5,548.0,6,86,D,,,,D6
13,7564,noteheadBlack,1985,1182,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '548.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '6'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '85'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'C#'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8293'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7662 7802 7817,0,2.8234269056654193e+18,8293,,,,,,,0.5,548.5,6,85,C#,,,,C#6
13,7565,noteheadBlack,1975,1212,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '549.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '6'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '86'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'D'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8294'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7663 7802 7817,0,2.8234269056654193e+18,8294,,,,,,,0.5,549.0,6,86,D,,,,D6
13,7566,noteheadBlack,1985,1242,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '549.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '6'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '85'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'C#'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8295'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7664 7802 7818,0,2.8234269056654193e+18,8295,,,,,,,0.5,549.5,6,85,C#,,,,C#6
13,7567,noteheadBlack,1975,1272,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '550.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '6'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '86'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'D'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8296'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7665 7802 7818,0,2.8234269056654193e+18,8296,,,,,,,0.5,550.0,6,86,D,,,,D6
13,7568,noteheadBlack,1953,1302,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '550.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '6'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '89'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'F'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8297'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7666 7802 7818,0,2.8234269056654193e+18,8297,,,,,,,0.5,550.5,6,89,F,,,,F6
13,7569,noteheadBlack,1975,1332,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '551.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '6'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '86'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'D'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8298'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7667 7802 7818,0,2.8234269056654193e+18,8298,,,,,,,0.5,551.0,6,86,D,,,,D6
13,7570,noteheadHalf,1985,1405,29,24,0: 11 1: 13 0: 14 1: 17 0: 10 1: 20 0: 8 1: 21 0: 7 1: 16 0: 1 1: 6 0: 5 1: 13 0: 6 1: 5 0: 4 1: 12 0: 9 1: 5 0: 2 1: 11 0: 11 1: 5 0: 2 1: 9 0: 13 1: 5 0: 1 1: 9 0: 14 1: 4 0: 2 1: 7 0: 15 1: 5 0: 1 1: 7 0: 15 1: 6 0: 1 1: 6 0: 15 1: 7 0: 1 1: 5 0: 14 1: 8 0: 2 1: 4 0: 14 1: 9 0: 2 1: 4 0: 13 1: 9 0: 3 1: 3 0: 12 1: 11 0: 3 1: 4 0: 9 1: 12 0: 4 1: 5 0: 6 1: 13 0: 5 1: 6 0: 3 1: 14 0: 7 1: 21 0: 8 1: 20 0: 11 1: 16 0: 14 1: 12 0: 13,"[{'@key': 'duration_beats', '@type': 'float', '#text': '2.000000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '551.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '6'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '84'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'C'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8299'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7669 7803,0,2.8234269056654193e+18,8299,,,,,,,2.0,551.5,6,84,C,,,,C6
13,7571,noteheadBlack,1996,1525,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '1.000000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '553.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '83'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'B'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8301'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7671 7803,0,2.8234269056654193e+18,8301,,,,,,,1.0,553.5,5,83,B,,,,B5
13,7572,noteheadBlack,2039,1586,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '554.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '76'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'E'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8302'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7673 7804 7819,0,2.8234269056654193e+18,8302,,,,,,,0.5,554.5,5,76,E,,,,E5
13,7573,noteheadBlack,2028,1616,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '555.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '77'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'F'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8304'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7674 7804 7819,0,2.8234269056654193e+18,8304,,,,,,,0.5,555.0,5,77,F,,,,F5
13,7574,noteheadBlack,2017,1682,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '555.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '79'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'G'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8305'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7675 7805 7820,0,2.8234269056654193e+18,8305,,,,,,,0.5,555.5,5,79,G,,,,G5
13,7575,noteheadBlack,2039,1712,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '556.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '76'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'E'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8307'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7677 7805 7820,0,2.8234269056654193e+18,8307,,,,,,,0.5,556.0,5,76,E,,,,E5
13,7576,noteheadBlack,2028,1742,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '556.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '77'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'F'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8308'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7678 7679 7820,0,2.8234269056654193e+18,8308,,,,,,,0.5,556.5,5,77,F,,,,F5
13,7577,noteheadBlack,2050,1772,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '557.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '74'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'D'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8309'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7680 7681 7820,0,2.8234269056654193e+18,8309,,,,,,,0.5,557.0,5,74,D,,,,D5
13,7578,noteheadBlack,2039,1803,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '557.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '76'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'E'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8310'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7682 7806 7821,0,2.8234269056654193e+18,8310,,,,,,,0.5,557.5,5,76,E,,,,E5
13,7579,noteheadBlack,2060,1833,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '558.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '72'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'C'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8312'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7683 7806 7821,0,2.8234269056654193e+18,8312,,,,,,,0.5,558.0,5,72,C,,,,C5
13,7580,noteheadBlack,2050,1863,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '558.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '74'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'D'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8313'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7684 7685 7821,0,2.8234269056654193e+18,8313,,,,,,,0.5,558.5,5,74,D,,,,D5
13,7581,noteheadBlack,2071,1893,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '559.000000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '4'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '71'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'B'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8314'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7687 7688 7821,0,2.8234269056654193e+18,8314,,,,,,,0.5,559.0,4,71,B,,,,B4
13,7582,noteheadBlack,2060,1966,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '1.000000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '559.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '72'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'C'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8315'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7689,0,2.8234269056654193e+18,8315,,,,,,,1.0,559.5,5,72,C,,,,C5
13,7583,noteheadBlack,2060,2129,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '1.000000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '562.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '5'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '72'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'C'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '8318'}, {'@key': 'staff_id', '@type': 'int', '#text': '0'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7692,0,2.8234269056654193e+18,8318,,,,,,,1.0,562.5,5,72,C,,,,C5
13,7584,noteheadBlack,2426,797,29,24,0: 12 1: 12 0: 15 1: 16 0: 11 1: 19 0: 8 1: 21 0: 7 1: 23 0: 5 1: 24 0: 4 1: 26 0: 2 1: 27 0: 2 1: 27 0: 1 1: 28 0: 1 1: 27 0: 1 1: 28 0: 1 1: 28 0: 1 1: 27 0: 2 1: 27 0: 2 1: 26 0: 3 1: 25 0: 4 1: 24 0: 5 1: 23 0: 6 1: 22 0: 8 1: 20 0: 9 1: 18 0: 13 1: 14 0: 16 1: 11 0: 14,"[{'@key': 'duration_beats', '@type': 'float', '#text': '0.500000'}, {'@key': 'onset_beats', '@type': 'float', '#text': '543.500000'}, {'@key': 'pitch_octave', '@type': 'int', '#text': '4'}, {'@key': 'midi_pitch_code', '@type': 'int', '#text': '71'}, {'@key': 'normalized_pitch_step', '@type': 'str', '#text': 'B'}, {'@key': 'dorico_event_id', '@type': 'int', '#text': '9735'}, {'@key': 'staff_id', '@type': 'int', '#text': '1'}, {'@key': 'spacing_run_id', '@type': 'int', '#text': '2823426905665419364'}]",,,7695 7810,1,2.8234269056654193e+18,9735,,,,,,,0.5,543.5,4,71,B,,,,B4
